"국가별","항목","단위","2015 년","2016 년","2017 년",
"세인트루시아","인간개발지수","",".744",".745",".747",
"세인트루시아","기대수명(세)","","75.3","75.5","75.7",
"세인트루시아","평균교육기간(년)","","8.9","8.9","8.9",
"세인트루시아","기대교육기간(년)","","13.6","13.6","13.6",
"세인트루시아","1인당 GNI(구매력환산기준 2011)[달러]","달러","11408","11441","11695",
"세인트빈센트그레나딘","HDI 순위[순위]","순위","99","99","99",
"세인트빈센트그레나딘","인간개발지수","",".72",".721",".723",
"세인트빈센트그레나딘","기대수명(세)","","73.1","73.2","73.3",
"세인트빈센트그레나딘","평균교육기간(년)","","8.6","8.6","8.6",
"세인트빈센트그레나딘","기대교육기간(년)","","13.3","13.3","13.3",
"세인트빈센트그레나딘","1인당 GNI(구매력환산기준 2011)[달러]","달러","10244","10358","10499",
"수리남","HDI 순위[순위]","순위","97","100","100",
"수리남","인간개발지수","",".722",".719",".72",
"수리남","기대수명(세)","","71.3","71.4","71.5",
"수리남","평균교육기간(년)","","8.4","8.5","8.5",
"수리남","기대교육기간(년)","","12.7","12.7","12.7",
"수리남","1인당 GNI(구매력환산기준 2011)[달러]","달러","14694","13413","13306",
"트리니다드토바고","HDI 순위[순위]","순위","65","66","69",
"트리니다드토바고","인간개발지수","",".783",".785",".784",
"트리니다드토바고","기대수명(세)","","70.6","70.7","70.8",
"트리니다드토바고","평균교육기간(년)","","10.8","10.9","10.9",
"트리니다드토바고","기대교육기간(년)","","12.7","12.9","12.9",
"트리니다드토바고","1인당 GNI(구매력환산기준 2011)[달러]","달러","30203","29396","28622",
"우루과이","HDI 순위[순위]","순위","54","56","55",
"우루과이","인간개발지수","",".8",".802",".804",
"우루과이","기대수명(세)","","77.3","77.5","77.6",
"우루과이","평균교육기간(년)","","8.7","8.7","8.7",
"우루과이","기대교육기간(년)","","15.9","15.9","15.9",
"우루과이","1인당 GNI(구매력환산기준 2011)[달러]","달러","19278","19502","19930",
"베네수엘라","HDI 순위[순위]","순위","71","77","78",
"베네수엘라","인간개발지수","",".775",".766",".761",
"베네수엘라","기대수명(세)","","74.4","74.5","74.7",
"베네수엘라","평균교육기간(년)","","10.1","10.1","10.3",
"베네수엘라","기대교육기간(년)","","14.3","14.3","14.3",
"베네수엘라","1인당 GNI(구매력환산기준 2011)[달러]","달러","15101","12570","10672",
"알바니아","HDI 순위[순위]","순위","75","69","68",
"알바니아","인간개발지수","",".776",".782",".785",
"알바니아","기대수명(세)","","78.2","78.3","78.5",
"알바니아","평균교육기간(년)","","9.7","10","10",
"알바니아","기대교육기간(년)","","14.8","14.8","14.8",
"알바니아","1인당 GNI(구매력환산기준 2011)[달러]","달러","11083","11512","11886",
"안도라","HDI 순위[순위]","순위","32","35","35",
"안도라","인간개발지수","",".854",".856",".858",
"안도라","기대수명(세)","","81.4","81.5","81.7",
"안도라","평균교육기간(년)","","10.2","10.2","10.2",
"안도라","기대교육기간(년)","","13.5","13.5","13.5",
"안도라","1인당 GNI(구매력환산기준 2011)[달러]","달러","45260","46252","47574",
"오스트리아","HDI 순위[순위]","순위","24","20","20",
"오스트리아","인간개발지수","",".903",".906",".908",
"오스트리아","기대수명(세)","","81.4","81.6","81.8",
"오스트리아","평균교육기간(년)","","12.1","12.1","12.1",
"오스트리아","기대교육기간(년)","","15.9","16.1","16.1",
"오스트리아","1인당 GNI(구매력환산기준 2011)[달러]","달러","43984","44443","45415",
"벨라루스","HDI 순위[순위]","순위","52","54","53",
"벨라루스","인간개발지수","",".805",".805",".808",
"벨라루스","기대수명(세)","","72.7","72.9","73.1",
"벨라루스","평균교육기간(년)","","12.2","12.3","12.3",
"벨라루스","기대교육기간(년)","","15.5","15.5","15.5",
"벨라루스","1인당 GNI(구매력환산기준 2011)[달러]","달러","16228","15765","16323",
"벨기에","HDI 순위[순위]","순위","22","16","17",
"벨기에","인간개발지수","",".913",".915",".916",
"벨기에","기대수명(세)","","81","81.1","81.3",
"벨기에","평균교육기간(년)","","11.7","11.8","11.8",
"벨기에","기대교육기간(년)","","19.8","19.8","19.8",
"벨기에","1인당 GNI(구매력환산기준 2011)[달러]","달러","41727","41588","42156",
"보스니아-헤르체고비나","HDI 순위[순위]","순위","81","77","77",
"보스니아-헤르체고비나","인간개발지수","",".755",".766",".768",
"보스니아-헤르체고비나","기대수명(세)","","76.7","76.9","77.1",
"보스니아-헤르체고비나","평균교육기간(년)","","9","9.7","9.7",
"보스니아-헤르체고비나","기대교육기간(년)","","14.2","14.2","14.2",
"보스니아-헤르체고비나","1인당 GNI(구매력환산기준 2011)[달러]","달러","11004","11353","11716",
"불가리아","HDI 순위[순위]","순위","56","50","51",
"불가리아","인간개발지수","",".807",".81",".813",
"불가리아","기대수명(세)","","74.6","74.7","74.9",
"불가리아","평균교육기간(년)","","11.8","11.8","11.8",
"불가리아","기대교육기간(년)","","15.1","14.8","14.8",
"불가리아","1인당 GNI(구매력환산기준 2011)[달러]","달러","16663","17759","18740",
"크로아티아","HDI 순위[순위]","순위","45","46","46",
"크로아티아","인간개발지수","",".827",".828",".831",
"크로아티아","기대수명(세)","","77.5","77.6","77.8",
"크로아티아","평균교육기간(년)","","11.2","11.3","11.3",
"크로아티아","기대교육기간(년)","","15.1","15","15",
"크로아티아","1인당 GNI(구매력환산기준 2011)[달러]","달러","20848","21088","22162",
"체코","HDI 순위[순위]","순위","28","27","27",
"체코","인간개발지수","",".882",".885",".888",
"체코","기대수명(세)","","78.6","78.7","78.9",
"체코","평균교육기간(년)","","12.7","12.7","12.7",
"체코","기대교육기간(년)","","16.9","16.9","16.9",
"체코","1인당 GNI(구매력환산기준 2011)[달러]","달러","28567","29400","30588",
"덴마크","HDI 순위[순위]","순위","5","10","11",
"덴마크","인간개발지수","",".926",".928",".929",
"덴마크","기대수명(세)","","80.6","80.7","80.9",
"덴마크","평균교육기간(년)","","12.5","12.6","12.6",
"덴마크","기대교육기간(년)","","19.2","19.1","19.1",
"덴마크","1인당 GNI(구매력환산기준 2011)[달러]","달러","47000","47209","47918",
"에스토니아","HDI 순위[순위]","순위","30","30","30",
"에스토니아","인간개발지수","",".866",".868",".871",
"에스토니아","기대수명(세)","","77.4","77.6","77.7",
"에스토니아","평균교육기간(년)","","12.7","12.6","12.7",
"에스토니아","기대교육기간(년)","","16.1","16.1","16.1",
"에스토니아","1인당 GNI(구매력환산기준 2011)[달러]","달러","26985","27645","28993",
"핀란드","HDI 순위[순위]","순위","23","15","15",
"핀란드","인간개발지수","",".915",".918",".92",
"핀란드","기대수명(세)","","81.1","81.3","81.5",
"핀란드","평균교육기간(년)","","12.4","12.4","12.4",
"핀란드","기대교육기간(년)","","17.6","17.6","17.6",
"핀란드","1인당 GNI(구매력환산기준 2011)[달러]","달러","39248","40066","41002",
"프랑스","HDI 순위[순위]","순위","21","23","24",
"프랑스","인간개발지수","",".898",".899",".901",
"프랑스","기대수명(세)","","82.4","82.5","82.7",
"프랑스","평균교육기간(년)","","11.5","11.5","11.5",
"프랑스","기대교육기간(년)","","16.4","16.4","16.4",
"프랑스","1인당 GNI(구매력환산기준 2011)[달러]","달러","38367","38702","39254",
"독일","HDI 순위[순위]","순위","4","4","5",
"독일","인간개발지수","",".933",".934",".936",
"독일","기대수명(세)","","80.8","81","81.2",
"독일","평균교육기간(년)","","14.1","14.1","14.1",
"독일","기대교육기간(년)","","17","17","17",
"독일","1인당 GNI(구매력환산기준 2011)[달러]","달러","44766","45203","46136",
"그리스","HDI 순위[순위]","순위","29","30","31",
"그리스","인간개발지수","",".866",".868",".87",
"그리스","기대수명(세)","","81","81.2","81.4",
"그리스","평균교육기간(년)","","10.6","10.8","10.8",
"그리스","기대교육기간(년)","","17.3","17.3","17.3",
"그리스","1인당 GNI(구매력환산기준 2011)[달러]","달러","24251","24284","24648",
"헝가리","HDI 순위[순위]","순위","43","45","45",
"헝가리","인간개발지수","",".834",".835",".838",
"헝가리","기대수명(세)","","75.8","75.9","76.1",
"헝가리","평균교육기간(년)","","11.8","11.9","11.9",
"헝가리","기대교육기간(년)","","15.2","15.1","15.1",
"헝가리","1인당 GNI(구매력환산기준 2011)[달러]","달러","23740","24337","25393",
"아이슬란드","HDI 순위[순위]","순위","9","6","6",
"아이슬란드","인간개발지수","",".927",".933",".935",
"아이슬란드","기대수명(세)","","82.6","82.7","82.9",
"아이슬란드","평균교육기간(년)","","12.2","12.4","12.4",
"아이슬란드","기대교육기간(년)","","19.3","19.3","19.3",
"아이슬란드","1인당 GNI(구매력환산기준 2011)[달러]","달러","42425","44971","45810",
"아일랜드","HDI 순위[순위]","순위","8","4","4",
"아일랜드","인간개발지수","",".929",".934",".938",
"아일랜드","기대수명(세)","","81.3","81.5","81.6",
"아일랜드","평균교육기간(년)","","12.3","12.5","12.5",
"아일랜드","기대교육기간(년)","","19.6","19.6","19.6",
"아일랜드","1인당 GNI(구매력환산기준 2011)[달러]","달러","48551","50475","53754",
"이탈리아","HDI 순위[순위]","순위","26","28","28",
"이탈리아","인간개발지수","",".876",".878",".88",
"이탈리아","기대수명(세)","","82.8","83","83.2",
"이탈리아","평균교육기간(년)","","10.2","10.2","10.2",
"이탈리아","기대교육기간(년)","","16.3","16.3","16.3",
"이탈리아","1인당 GNI(구매력환산기준 2011)[달러]","달러","34115","34733","35299",
"라트비아","HDI 순위[순위]","순위","44","43","41",
"라트비아","인간개발지수","",".841",".844",".847",
"라트비아","기대수명(세)","","74.4","74.6","74.7",
"라트비아","평균교육기간(년)","","12.8","12.8","12.8",
"라트비아","기대교육기간(년)","","15.8","15.8","15.8",
"라트비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","22889","23685","25002",
"리히텐슈타인","HDI 순위[순위]","순위","15","16","17",
"리히텐슈타인","인간개발지수","",".912",".915",".916",
"리히텐슈타인","기대수명(세)","","80.2","80.3","80.4",
"리히텐슈타인","평균교육기간(년)","","12.4","12.5","12.5",
"리히텐슈타인","기대교육기간(년)","","14.7","14.7","14.7",
"리히텐슈타인","1인당 GNI(구매력환산기준 2011)[달러]","달러","98290","97355","97336",
"리투아니아","HDI 순위[순위]","순위","37","36","35",
"리투아니아","인간개발지수","",".852",".855",".858",
"리투아니아","기대수명(세)","","74.5","74.6","74.8",
"리투아니아","평균교육기간(년)","","13","13","13",
"리투아니아","기대교육기간(년)","","16.1","16.1","16.1",
"리투아니아","1인당 GNI(구매력환산기준 2011)[달러]","달러","25922","26884","28314",
"룩셈부르크","HDI 순위[순위]","순위","20","26","21",
"룩셈부르크","인간개발지수","",".899",".904",".904",
"룩셈부르크","기대수명(세)","","81.6","81.8","82",
"룩셈부르크","평균교육기간(년)","","12","12.1","12.1",
"룩셈부르크","기대교육기간(년)","","14","14","14",
"룩셈부르크","1인당 GNI(구매력환산기준 2011)[달러]","달러","62889","65460","65016",
"북마케도니아","HDI 순위[순위]","순위","82","81","80",
"북마케도니아","인간개발지수","",".754",".756",".757",
"북마케도니아","기대수명(세)","","75.5","75.7","75.9",
"북마케도니아","평균교육기간(년)","","9.6","9.6","9.6",
"북마케도니아","기대교육기간(년)","","13.3","13.3","13.3",
"북마케도니아","1인당 GNI(구매력환산기준 2011)[달러]","달러","12336","12557","12505",
"몰타","HDI 순위[순위]","순위","33","29","29",
"몰타","인간개발지수","",".871",".875",".878",
"몰타","기대수명(세)","","80.7","80.9","81",
"몰타","평균교육기간(년)","","11.2","11.3","11.3",
"몰타","기대교육기간(년)","","15.7","15.9","15.9",
"몰타","1인당 GNI(구매력환산기준 2011)[달러]","달러","32755","33025","34396",
"몰도바","HDI 순위[순위]","순위","107","110","112",
"몰도바","인간개발지수","",".693",".697",".7",
"몰도바","기대수명(세)","","71.5","71.6","71.7",
"몰도바","평균교육기간(년)","","11.6","11.6","11.6",
"몰도바","기대교육기간(년)","","11.6","11.6","11.6",
"몰도바","1인당 GNI(구매력환산기준 2011)[달러]","달러","5084","5311","5554",
"네덜란드","HDI 순위[순위]","순위","7","10","10",
"네덜란드","인간개발지수","",".926",".928",".931",
"네덜란드","기대수명(세)","","81.7","81.9","82",
"네덜란드","평균교육기간(년)","","12.1","12.1","12.2",
"네덜란드","기대교육기간(년)","","18.1","18","18",
"네덜란드","1인당 GNI(구매력환산기준 2011)[달러]","달러","46239","46711","47900",
"노르웨이","HDI 순위[순위]","순위","1","1","1",
"노르웨이","인간개발지수","",".948",".951",".953",
"노르웨이","기대수명(세)","","82","82.2","82.3",
"노르웨이","평균교육기간(년)","","12.5","12.6","12.6",
"노르웨이","기대교육기간(년)","","17.7","17.9","17.9",
"노르웨이","1인당 GNI(구매력환산기준 2011)[달러]","달러","67028","67340","68012",
"폴란드","HDI 순위[순위]","순위","36","34","33",
"폴란드","인간개발지수","",".855",".86",".865",
"폴란드","기대수명(세)","","77.4","77.6","77.8",
"폴란드","평균교육기간(년)","","12.1","12.2","12.3",
"폴란드","기대교육기간(년)","","16.1","16.4","16.4",
"폴란드","1인당 GNI(구매력환산기준 2011)[달러]","달러","24418","24983","26150",
"포르투갈","HDI 순위[순위]","순위","41","42","41",
"포르투갈","인간개발지수","",".842",".845",".847",
"포르투갈","기대수명(세)","","81","81.2","81.4",
"포르투갈","평균교육기간(년)","","9.1","9.2","9.2",
"포르투갈","기대교육기간(년)","","16.4","16.3","16.3",
"포르투갈","1인당 GNI(구매력환산기준 2011)[달러]","달러","25860","26521","27315",
"루마니아","HDI 순위[순위]","순위","50","52","52",
"루마니아","인간개발지수","",".805",".807",".811",
"루마니아","기대수명(세)","","75.3","75.4","75.6",
"루마니아","평균교육기간(년)","","10.9","11","11",
"루마니아","기대교육기간(년)","","14.5","14.3","14.3",
"루마니아","1인당 GNI(구매력환산기준 2011)[달러]","달러","20049","21060","22646",
"러시아","HDI 순위[순위]","순위","49","49","49",
"러시아","인간개발지수","",".813",".815",".816",
"러시아","기대수명(세)","","70.9","71.1","71.2",
"러시아","평균교육기간(년)","","12","12","12",
"러시아","기대교육기간(년)","","15.4","15.5","15.5",
"러시아","1인당 GNI(구매력환산기준 2011)[달러]","달러","23909","23843","24233",
"산마리노","기대교육기간(년)","","15.1","15.1","15.1",
"슬로바키아","HDI 순위[순위]","순위","40","39","38",
"슬로바키아","인간개발지수","",".851",".853",".855",
"슬로바키아","기대수명(세)","","76.7","76.9","77",
"슬로바키아","평균교육기간(년)","","12.5","12.5","12.5",
"슬로바키아","기대교육기간(년)","","15","15","15",
"슬로바키아","1인당 GNI(구매력환산기준 2011)[달러]","달러","27851","28546","29467",
"슬로베니아","HDI 순위[순위]","순위","25","24","25",
"슬로베니아","인간개발지수","",".889",".894",".896",
"슬로베니아","기대수명(세)","","80.8","81","81.1",
"슬로베니아","평균교육기간(년)","","12","12.3","12.2",
"슬로베니아","기대교육기간(년)","","17.2","17.2","17.2",
"슬로베니아","1인당 GNI(구매력환산기준 2011)[달러]","달러","28371","29161","30594",
"스페인","HDI 순위[순위]","순위","27","25","26",
"스페인","인간개발지수","",".885",".889",".891",
"스페인","기대수명(세)","","83","83.1","83.3",
"스페인","평균교육기간(년)","","9.7","9.8","9.8",
"스페인","기대교육기간(년)","","17.8","17.9","17.9",
"스페인","1인당 GNI(구매력환산기준 2011)[달러]","달러","32217","33307","34258",
"스웨덴","HDI 순위[순위]","순위","14","7","7",
"스웨덴","인간개발지수","",".929",".932",".933",
"스웨덴","기대수명(세)","","82.3","82.5","82.6",
"스웨덴","평균교육기간(년)","","12.4","12.4","12.4",
"스웨덴","기대교육기간(년)","","17.6","17.6","17.6",
"스웨덴","1인당 GNI(구매력환산기준 2011)[달러]","달러","46380","47378","47766",
"스위스","HDI 순위[순위]","순위","2","2","2",
"스위스","인간개발지수","",".942",".943",".944",
"스위스","기대수명(세)","","83.1","83.3","83.5",
"스위스","평균교육기간(년)","","13.4","13.4","13.4",
"스위스","기대교육기간(년)","","16.2","16.2","16.2",
"스위스","1인당 GNI(구매력환산기준 2011)[달러]","달러","58280","57636","57625",
"우크라이나","HDI 순위[순위]","순위","84","90","88",
"우크라이나","인간개발지수","",".743",".746",".751",
"우크라이나","기대수명(세)","","71.8","72","72.1",
"우크라이나","평균교육기간(년)","","11.3","11.3","11.3",
"우크라이나","기대교육기간(년)","","15","15","15",
"우크라이나","1인당 GNI(구매력환산기준 2011)[달러]","달러","7375","7593","8130",
"영국","HDI 순위[순위]","순위","16","14","14",
"영국","인간개발지수","",".918",".92",".922",
"영국","기대수명(세)","","81.4","81.6","81.7",
"영국","평균교육기간(년)","","12.8","12.9","12.9",
"영국","기대교육기간(년)","","17.4","17.4","17.4",
"영국","1인당 GNI(구매력환산기준 2011)[달러]","달러","38146","38680","39116",
"몬테네그로","HDI 순위[순위]","순위","48","50","50",
"몬테네그로","인간개발지수","",".809",".81",".814",
"몬테네그로","기대수명(세)","","76.9","77.1","77.3",
"몬테네그로","평균교육기간(년)","","11.3","11.3","11.3",
"몬테네그로","기대교육기간(년)","","14.9","14.9","14.9",
"몬테네그로","1인당 GNI(구매력환산기준 2011)[달러]","달러","15702","15961","16779",
"세르비아","HDI 순위[순위]","순위","66","66","67",
"세르비아","인간개발지수","",".78",".785",".787",
"세르비아","기대수명(세)","","75.1","75.2","75.3",
"세르비아","평균교육기간(년)","","11","11.1","11.1",
"세르비아","기대교육기간(년)","","14.4","14.6","14.6",
"세르비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","12601","12877","13019",
"알제리","HDI 순위[순위]","순위","83","83","85",
"알제리","인간개발지수","",".749",".753",".754",
"알제리","기대수명(세)","","75.9","76.1","76.3",
"알제리","평균교육기간(년)","","7.9","8","8",
"알제리","기대교육기간(년)","","14.3","14.3","14.4",
"알제리","1인당 GNI(구매력환산기준 2011)[달러]","달러","13338","13809","13802",
"앙골라","HDI 순위[순위]","순위","150","145","147",
"앙골라","인간개발지수","",".572",".577",".581",
"앙골라","기대수명(세)","","61.2","61.5","61.8",
"앙골라","평균교육기간(년)","","5","5.1","5.1",
"앙골라","기대교육기간(년)","","11","11.4","11.8",
"앙골라","1인당 GNI(구매력환산기준 2011)[달러]","달러","6251","5956","5790",
"베냉","HDI 순위[순위]","순위","167","161","163",
"베냉","인간개발지수","",".508",".512",".515",
"베냉","기대수명(세)","","60.6","60.9","61.2",
"베냉","평균교육기간(년)","","3.5","3.6","3.6",
"베냉","기대교육기간(년)","","12.6","12.6","12.6",
"베냉","1인당 GNI(구매력환산기준 2011)[달러]","달러","1980","2010","2061",
"보츠와나","HDI 순위[순위]","순위","108","102","101",
"보츠와나","인간개발지수","",".706",".712",".717",
"보츠와나","기대수명(세)","","65.8","66.8","67.6",
"보츠와나","평균교육기간(년)","","9.2","9.3","9.3",
"보츠와나","기대교육기간(년)","","12.6","12.6","12.6",
"보츠와나","1인당 GNI(구매력환산기준 2011)[달러]","달러","15109","15455","15534",
"부르키나파소","HDI 순위[순위]","순위","185","182","183",
"부르키나파소","인간개발지수","",".412",".42",".423",
"부르키나파소","기대수명(세)","","59.9","60.4","60.8",
"부르키나파소","평균교육기간(년)","","1.4","1.5","1.5",
"부르키나파소","기대교육기간(년)","","8.3","8.5","8.5",
"부르키나파소","1인당 GNI(구매력환산기준 2011)[달러]","달러","1527","1600","1650",
"부룬디","HDI 순위[순위]","순위","184","183","185",
"부룬디","인간개발지수","",".418",".418",".417",
"부룬디","기대수명(세)","","57.1","57.5","57.9",
"부룬디","평균교육기간(년)","","2.9","3","3",
"부룬디","기대교육기간(년)","","11.7","11.7","11.7",
"부룬디","1인당 GNI(구매력환산기준 2011)[달러]","달러","748","721","702",
"카메룬","HDI 순위[순위]","순위","153","150","151",
"카메룬","인간개발지수","",".548",".553",".556",
"카메룬","기대수명(세)","","57.6","58.1","58.6",
"카메룬","평균교육기간(년)","","6.1","6.3","6.3",
"카메룬","기대교육기간(년)","","12.2","12.2","12.2",
"카메룬","1인당 GNI(구매력환산기준 2011)[달러]","달러","3243","3280","3315",
"카보베르데","HDI 순위[순위]","순위","122","124","125",
"카보베르데","인간개발지수","",".647",".652",".654",
"카보베르데","기대수명(세)","","72.6","72.8","73",
"카보베르데","평균교육기간(년)","","5.9","6.1","6.1",
"카보베르데","기대교육기간(년)","","12.6","12.6","12.6",
"카보베르데","1인당 GNI(구매력환산기준 2011)[달러]","달러","5692","5829","5983",
"중앙아프리카공화국","HDI 순위[순위]","순위","188","187","188",
"중앙아프리카공화국","인간개발지수","",".357",".362",".367",
"중앙아프리카공화국","기대수명(세)","","51.4","52.2","52.9",
"중앙아프리카공화국","평균교육기간(년)","","4.2","4.3","4.3",
"중앙아프리카공화국","기대교육기간(년)","","7.1","7.2","7.2",
"중앙아프리카공화국","1인당 GNI(구매력환산기준 2011)[달러]","달러","624","644","663",
"차드","HDI 순위[순위]","순위","186","185","186",
"차드","인간개발지수","",".407",".405",".404",
"차드","기대수명(세)","","52.6","52.9","53.2",
"차드","평균교육기간(년)","","2.3","2.3","2.3",
"차드","기대교육기간(년)","","8","8","8",
"차드","1인당 GNI(구매력환산기준 2011)[달러]","달러","2014","1850","1750",
"코모로","HDI 순위[순위]","순위","160","163","165",
"코모로","인간개발지수","",".502",".502",".503",
"코모로","기대수명(세)","","63.5","63.7","63.9",
"코모로","평균교육기간(년)","","4.8","4.8","4.8",
"코모로","기대교육기간(년)","","11.2","11.2","11.2",
"코모로","1인당 GNI(구매력환산기준 2011)[달러]","달러","1405","1396","1399",
"콩고","HDI 순위[순위]","순위","135","133","137",
"콩고","인간개발지수","",".613",".612",".606",
"콩고","기대수명(세)","","64.1","64.6","65.1",
"콩고","평균교육기간(년)","","6.3","6.3","6.3",
"콩고","기대교육기간(년)","","11.2","11.4","11.4",
"콩고","1인당 GNI(구매력환산기준 2011)[달러]","달러","7418","6630","5694",
"콩고민주공화국","HDI 순위[순위]","순위","176","176","176",
"콩고민주공화국","인간개발지수","",".444",".452",".457",
"콩고민주공화국","기대수명(세)","","59.2","59.6","60",
"콩고민주공화국","평균교육기간(년)","","6.4","6.6","6.8",
"콩고민주공화국","기대교육기간(년)","","9.6","9.6","9.8",
"콩고민주공화국","1인당 GNI(구매력환산기준 2011)[달러]","달러","750","792","796",
"코트디부아르","HDI 순위[순위]","순위","171","169","170",
"코트디부아르","인간개발지수","",".478",".486",".492",
"코트디부아르","기대수명(세)","","53.1","53.6","54.1",
"코트디부아르","평균교육기간(년)","","5","5.1","5.2",
"코트디부아르","기대교육기간(년)","","8.8","9","9",
"코트디부아르","1인당 GNI(구매력환산기준 2011)[달러]","달러","3142","3323","3481",
"지부티","HDI 순위[순위]","순위","172","170","172",
"지부티","인간개발지수","",".47",".474",".476",
"지부티","기대수명(세)","","62.3","62.5","62.6",
"지부티","평균교육기간(년)","","4.1","4.1","4.1",
"지부티","기대교육기간(년)","","6.2","6.2","6.2",
"지부티","1인당 GNI(구매력환산기준 2011)[달러]","달러","3124","3268","3392",
"이집트","HDI 순위[순위]","순위","111","113","115",
"이집트","인간개발지수","",".691",".694",".696",
"이집트","기대수명(세)","","71.3","71.5","71.7",
"이집트","평균교육기간(년)","","7.1","7.2","7.2",
"이집트","기대교육기간(년)","","13.1","13.1","13.1",
"이집트","1인당 GNI(구매력환산기준 2011)[달러]","달러","9923","10185","10355",
"적도기니","HDI 순위[순위]","순위","135","139","141",
"적도기니","인간개발지수","",".593",".593",".591",
"적도기니","기대수명(세)","","57.4","57.7","57.9",
"적도기니","평균교육기간(년)","","5.5","5.5","5.5",
"적도기니","기대교육기간(년)","","9.2","9.3","9.3",
"적도기니","1인당 GNI(구매력환산기준 2011)[달러]","달러","23324","21316","19513",
"에리트레아","HDI 순위[순위]","순위","179","178","179",
"에리트레아","인간개발지수","",".433",".436",".44",
"에리트레아","기대수명(세)","","64.6","65.1","65.5",
"에리트레아","평균교육기간(년)","","3.9","3.9","4",
"에리트레아","기대교육기간(년)","","5.4","5.4","5.4",
"에리트레아","1인당 GNI(구매력환산기준 2011)[달러]","달러","1676","1700","1750",
"에티오피아","HDI 순위[순위]","순위","174","173","173",
"에티오피아","인간개발지수","",".451",".457",".463",
"에티오피아","기대수명(세)","","65","65.5","65.9",
"에티오피아","평균교육기간(년)","","2.6","2.7","2.7",
"에티오피아","기대교육기간(년)","","8.5","8.5","8.5",
"에티오피아","1인당 GNI(구매력환산기준 2011)[달러]","달러","1527","1603","1719",
"가봉","HDI 순위[순위]","순위","109","109","110",
"가봉","인간개발지수","",".694",".698",".702",
"가봉","기대수명(세)","","65.7","66.1","66.5",
"가봉","평균교육기간(년)","","8.1","8.2","8.2",
"가봉","기대교육기간(년)","","12.6","12.6","12.8",
"가봉","1인당 GNI(구매력환산기준 2011)[달러]","달러","16482","16623","16431",
"감비아","HDI 순위[순위]","순위","173","173","174",
"감비아","인간개발지수","",".457",".457",".46",
"감비아","기대수명(세)","","61","61.2","61.4",
"감비아","평균교육기간(년)","","3.4","3.4","3.5",
"감비아","기대교육기간(년)","","9.2","9.2","9.2",
"감비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","1518","1510","1516",
"가나","HDI 순위[순위]","순위","139","140","140",
"가나","인간개발지수","",".585",".588",".592",
"가나","기대수명(세)","","62.4","62.7","63",
"가나","평균교육기간(년)","","6.9","7.1","7.1",
"가나","기대교육기간(년)","","11.7","11.6","11.6",
"가나","1인당 GNI(구매력환산기준 2011)[달러]","달러","3861","3889","4096",
"기니","HDI 순위[순위]","순위","183","177","175",
"기니","인간개발지수","",".443",".449",".459",
"기니","기대수명(세)","","59.4","60","60.6",
"기니","평균교육기간(년)","","2.6","2.6","2.6",
"기니","기대교육기간(년)","","9.1","9.1","9.1",
"기니","1인당 GNI(구매력환산기준 2011)[달러]","달러","1664","1779","2067",
"기니비사우","HDI 순위[순위]","순위","178","175","177",
"기니비사우","인간개발지수","",".449",".453",".455",
"기니비사우","기대수명(세)","","57","57.4","57.8",
"기니비사우","평균교육기간(년)","","2.9","3","3",
"기니비사우","기대교육기간(년)","","10.5","10.5","10.5",
"기니비사우","1인당 GNI(구매력환산기준 2011)[달러]","달러","1485","1540","1552",
"케냐","HDI 순위[순위]","순위","146","143","142",
"케냐","인간개발지수","",".578",".585",".59",
"케냐","기대수명(세)","","66.7","67","67.3",
"케냐","평균교육기간(년)","","6.3","6.4","6.5",
"케냐","기대교육기간(년)","","11.7","11.9","12.1",
"케냐","1인당 GNI(구매력환산기준 2011)[달러]","달러","2806","2898","2961",
"레소토","HDI 순위[순위]","순위","160","159","159",
"레소토","인간개발지수","",".511",".516",".52",
"레소토","기대수명(세)","","53.7","54.2","54.6",
"레소토","평균교육기간(년)","","6.1","6.3","6.3",
"레소토","기대교육기간(년)","","10.6","10.6","10.6",
"레소토","1인당 GNI(구매력환산기준 2011)[달러]","달러","3039","3124","3255",
"라이베리아","HDI 순위[순위]","순위","177","180","181",
"라이베리아","인간개발지수","",".432",".432",".435",
"라이베리아","기대수명(세)","","62","62.5","63",
"라이베리아","평균교육기간(년)","","4.4","4.5","4.7",
"라이베리아","기대교육기간(년)","","10","10","10",
"라이베리아","1인당 GNI(구매력환산기준 2011)[달러]","달러","694","667","667",
"리비아","HDI 순위[순위]","순위","102","114","108",
"리비아","인간개발지수","",".694",".693",".706",
"리비아","기대수명(세)","","71.8","71.9","72.1",
"리비아","평균교육기간(년)","","7.3","7.3","7.3",
"리비아","기대교육기간(년)","","13.4","13.4","13.4",
"리비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","9127","8876","11100",
"마다가스카르","HDI 순위[순위]","순위","158","158","161",
"마다가스카르","인간개발지수","",".514",".517",".519",
"마다가스카르","기대수명(세)","","65.5","65.9","66.3",
"마다가스카르","평균교육기간(년)","","6.1","6.1","6.1",
"마다가스카르","기대교육기간(년)","","10.6","10.6","10.6",
"마다가스카르","1인당 GNI(구매력환산기준 2011)[달러]","달러","1323","1339","1358",
